Family,Family Key,Surveillance Score,Stress Tier,Stress Score,Borrower Count,Fund Count,Manager Count,Borrowers,Funds,Managers,Primary Industry,Total FV ($M),Total Cost ($M),Unrealized %,Nearest Maturity,Weighted Avg Rate %,Weighted Avg Spread (bps),Non-Accrual,Non-Accrual Funds,PIK,PIK Funds,First Seen,Last Seen,Period Count
Templafy APS,templafy aps,3,GREEN,0,1,1,1,Templafy APS,GBDC,GC Advisors,,4.79,4.882,-0.0188,07/2022,,,False,,False,,2025-09-30,2025-12-31,2
Win Brands Group LLC,win brands,3,GREEN,0,1,1,1,Win Brands Group LLC,OCSL,Oaktree Capital Management,Housewares & Specialties,4.758,5.22,-0.0885,1/23/2026,14.0,,False,,False,,2025-09-30,2025-12-31,2
"TLE Holdings, LLC",tle,3,GREEN,0,1,1,1,"TLE Holdings, LLC",TCPC,Tennenbaum Capital Partners (BlackRock),Professional Services,4.6922,4.5335,0.035,6/28/2026,5.6,,False,,False,,2025-12-31,2025-12-31,1
Air Methods Corporation,air methods,3,GREEN,0,1,1,1,Air Methods Corporation,SLRC,SLR Capital Partners,Passenger Airlines,4.566,4.596,-0.0065,11/2026,7.13,,False,,False,,2025-09-30,2025-12-31,2
Guidepoint,guidepoint,3,GREEN,0,1,1,1,Guidepoint,GSBD,Goldman Sachs Asset Management,IT Services,4.541,4.514,0.006,10/02/29,10.36,,False,,False,,2025-09-30,2025-12-31,2
"Mendocino Farms, LLC",mendocino farms,3,GREEN,0,1,1,1,"Mendocino Farms, LLC",GBDC,GC Advisors,Food & Staples Retailing,4.524,3.724,0.2148,06/2018,,,False,,False,,2025-09-30,2025-12-31,2
"Arctic Wolf Networks, Inc.",arctic wolf,3,GREEN,0,1,1,1,"Arctic Wolf Networks, Inc.",GBDC,GC Advisors,IT Services,4.516,1.34,2.3701,02/2020,,,False,,False,,2025-09-30,2025-12-31,2
"Constellation Wealth Capital Fund, L.P.",constellation wealth,3,GREEN,0,1,1,1,"Constellation Wealth Capital Fund, L.P.",ARCC,Ares Capital Management,Investment Funds and Vehicles,4.5,4.1,0.0976,01/2024,,,False,,False,,2025-09-30,2025-12-31,2
"ITC Infusion Co-invest, LP",itc infusion,3,GREEN,0,1,1,1,"ITC Infusion Co-invest, LP",PNNT,PennantPark Investment Advisers,"Healthcare, Education and Childcare",4.419,1.673,1.6414,,,,False,,False,,2025-09-30,2025-12-31,2
"KKR Rocket Loans Aggregator LLC, Partnership Interest",kkr rocket,3,GREEN,0,1,1,1,"KKR Rocket Loans Aggregator LLC, Partnership Interest",FSK,FS/KKR Advisor,Financial Services,4.302,4.9,-0.122,,,,False,,False,,2025-09-30,2025-12-31,2
EWC Growth Partners LLC,ewc growth,3,GREEN,0,1,1,1,EWC Growth Partners LLC,GBDC,GC Advisors,Diversified Consumer Services,4.264,4.253,0.0026,03/2020,,,False,,False,,2025-09-30,2025-12-31,2
iRobot Corporation,irobot,3,GREEN,0,1,1,1,iRobot Corporation,CGBD,Carlyle Investment Management,Consumer Goods: Durable,4.26,4.404,-0.0327,7/31/2026,,,False,,False,,2025-09-30,2025-12-31,2
Omega Fitness Holdings,omega fitness,3,GREEN,0,1,1,1,Omega Fitness Holdings,GSBD,Goldman Sachs Asset Management,"Hotels, Restaurants & Leisure",4.189,4.189,0.0,12/31/31,8.42,,False,,False,,2025-12-31,2025-12-31,1
"DTA, LP",dta,3,GREEN,0,1,1,1,"DTA, LP",BXSL,Blackstone Credit Advisors,Diversified Consumer Services,4.064,2.729,0.4892,3/25/2024,,,False,,False,,2025-12-31,2025-12-31,1
Berwick Industrial Park,berwick industrial,3,GREEN,0,1,1,1,Berwick Industrial Park,PNNT,PennantPark Investment Advisers,Buildings and Real Estate,4.016,4.0,0.004,05/02/2026,,,False,,False,,2025-09-30,2025-12-31,2
Celero Commerce LLC,celero commerce,3,GREEN,0,1,1,1,Celero Commerce LLC,GSBD,Goldman Sachs Asset Management,Financial Services,3.868,3.875,-0.0018,02/28/31,8.7,,False,,False,,2025-09-30,2025-12-31,2
Harmoni Towers,harmoni towers,3,GREEN,0,1,1,1,Harmoni Towers,GSBD,Goldman Sachs Asset Management,Wireless Telecommunication Services,3.806,3.802,0.0011,08/24/28,12.1,,False,,False,,2025-09-30,2025-12-31,2
Alliance Technical Group,alliance technical,3,GREEN,0,1,1,1,Alliance Technical Group,GSBD,Goldman Sachs Asset Management,Energy Equipment & Services,3.443,3.443,0.0,12/31/32,8.17,,False,,False,,2025-12-31,2025-12-31,1
"MES Internediate, Inc.",mes internediate,3,GREEN,0,1,1,1,"MES Internediate, Inc.",PFLT,PennantPark Investment Advisers,Distributors,3.351,3.328,0.0069,10/1/2027,8.42,,False,,False,,2025-12-31,2025-12-31,1
"First National Capital, LLC",first national capital,3,GREEN,0,1,1,1,"First National Capital, LLC",SLRC,SLR Capital Partners,Diversified Financial Services,3.34,3.34,0.0,7/1/2026,9.0,,False,,False,,2025-09-30,2025-12-31,2
"Singlewire Software, LLC",singlewire software,3,GREEN,0,1,1,1,"Singlewire Software, LLC",GSBD,Goldman Sachs Asset Management,Software,3.249,3.227,0.0068,05/10/29,8.76,,False,,False,,2025-09-30,2025-12-31,2
"NC Ocala Co-Invest Beta, LP",nc ocala,3,GREEN,0,1,1,1,"NC Ocala Co-Invest Beta, LP",BXSL,Blackstone Credit Advisors,IT Services,3.168,2.854,0.11,11/12/2021,,,False,,False,,2025-12-31,2025-12-31,1
"Help/Systems Holdings, Inc.",help systems,3,GREEN,0,1,1,1,"Help/Systems Holdings, Inc.",PFLT,PennantPark Investment Advisers,Software,3.138,3.196,-0.0181,11/30/2026,,,False,,False,,2025-09-30,2025-12-31,2
"Magnolia Topco, LP",magnolia,3,GREEN,0,1,1,1,"Magnolia Topco, LP",PNNT,PennantPark Investment Advisers,Auto Sector,3.127,2.075,0.507,,,,False,,False,,2025-09-30,2025-12-31,2
"Kentik Technologies, Inc.",kentik technologies,3,GREEN,0,1,1,1,"Kentik Technologies, Inc.",GBDC,GC Advisors,IT Services,3.066,0.646,3.7461,09/2021,,,False,,False,,2025-09-30,2025-12-31,2
Valeo Foods Group Ltd,valeo foods,3,GREEN,0,1,1,1,Valeo Foods Group Ltd,FSK,FS/KKR Advisor,"Food, Beverage & Tobacco",2.9,0.0,,10/1/30,,,False,,False,,2025-09-30,2025-12-31,2
"Partnership Capital Growth Investors III, L.P.",partnership capital,3,GREEN,0,1,1,1,"Partnership Capital Growth Investors III, L.P.",ARCC,Ares Capital Management,Investment Funds and Vehicles,2.6,0.7,2.7143,10/2011,,,False,,False,,2025-09-30,2025-12-31,2
GMT Corporation,gmt,3,GREEN,0,1,1,1,GMT Corporation,SLRC,SLR Capital Partners,Machinery,2.496,2.497,-0.0004,1/1/2026,10.71,,False,,False,,2025-09-30,2025-12-31,2
"Gauge Lash Coinvest, LLC",gauge lash,3,GREEN,0,1,1,1,"Gauge Lash Coinvest, LLC",PNNT,PennantPark Investment Advisers,Consumer Products,2.43,0.951,1.5552,,,,False,,False,,2025-09-30,2025-12-31,2
Arrotex Australia Group Pty Ltd,arrotex australia,3,GREEN,0,1,1,1,Arrotex Australia Group Pty Ltd,FSK,FS/KKR Advisor,"Pharmaceuticals, Biotechnology & Life Sciences",2.4,2.5,-0.04,6/30/28,,,False,,False,,2025-09-30,2025-12-31,2
Orsay Bidco 1 B.V. and Sky Group Holding B.V.,orsay bv,3,GREEN,0,1,1,1,Orsay Bidco 1 B.V. and Sky Group Holding B.V.,GBDC,GC Advisors,,2.381,2.664,-0.1062,,,,False,,False,,2025-09-30,2025-12-31,2
"Patriot Acquireco, LLC",patriot acquireco,3,GREEN,0,1,1,1,"Patriot Acquireco, LLC",GBDC,GC Advisors,Healthcare Technology,2.296,2.3,-0.0017,09/2025,,,False,,False,,2025-09-30,2025-12-31,2
"StrongDM, Inc.",strongdm,3,GREEN,0,1,1,1,"StrongDM, Inc.",GBDC,GC Advisors,,2.257,0.424,4.3231,05/2025,,,False,,False,,2025-09-30,2025-12-31,2
"Centegix Intermediate II, LLC",centegix ii,3,GREEN,0,1,1,1,"Centegix Intermediate II, LLC",GBDC,GC Advisors,Healthcare Equipment & Supplies,2.1,2.107,-0.0033,08/2025,,,False,,False,,2025-09-30,2025-12-31,2
Kydia,kydia,3,GREEN,0,1,1,1,Kydia,GSBD,Goldman Sachs Asset Management,Financial Services,2.086,2.085,0.0005,01/25/28,10.12,,False,,False,,2025-09-30,2025-12-31,2
"HP TLE Buyer, Inc.",hp tle,3,GREEN,0,1,1,1,"HP TLE Buyer, Inc.",GBDC,GC Advisors,Healthcare Providers & Services,2.082,2.089,-0.0034,07/2025,,,False,,False,,2025-09-30,2025-12-31,2
Linden Structured Capital Fund II-A LP,linden structured,3,GREEN,0,1,1,1,Linden Structured Capital Fund II-A LP,ARCC,Ares Capital Management,Investment Funds and Vehicles,2.0,1.4,0.4286,07/2024,,,False,,False,,2025-09-30,2025-12-31,2
NewStar Clarendon 2014-1A Class D,newstar clarendon,3,GREEN,0,1,1,1,NewStar Clarendon 2014-1A Class D,FSK,FS/KKR Advisor,Financial Services,1.9003,0.4,3.7508,1/25/27,,,False,,False,,2025-09-30,2025-12-31,2
"Radiant Intermediate Holding, LLC",radiant,3,GREEN,0,1,1,1,"Radiant Intermediate Holding, LLC",ARCC,Ares Capital Management,,1.9,2.1,-0.0952,11/2026,9.92,,False,,False,,2025-09-30,2025-12-31,2
"Engage2Excel, Inc.",engage2excel,3,GREEN,0,1,1,1,"Engage2Excel, Inc.",GSBD,Goldman Sachs Asset Management,Professional Services,1.896,1.91,-0.0073,07/01/29,10.58,,False,,False,,2025-09-30,2025-12-31,2
"SunMed Receivables I, LLC",sunmed receivables,3,GREEN,0,1,1,1,"SunMed Receivables I, LLC",SLRC,SLR Capital Partners,Health Care Equipment & Supplies,1.888,1.906,-0.0094,10/2025,,,False,,False,,2025-12-31,2025-12-31,1
W3 Co.,w3,3,GREEN,0,1,1,1,W3 Co.,GBDC,GC Advisors,Life Sciences Tools & Services,1.839,0.227,7.1013,03/2017,,,False,,False,,2025-09-30,2025-12-31,2
Intoxalock,intoxalock,3,GREEN,0,1,1,1,Intoxalock,GSBD,Goldman Sachs Asset Management,Diversified Consumer Services,1.778,1.719,0.0343,11/01/28,9.14,,False,,False,,2025-09-30,2025-12-31,2
"Delta InvestCo, LP",delta investco,3,GREEN,0,1,1,1,"Delta InvestCo, LP",PNNT,PennantPark Investment Advisers,Telecommunications,1.768,0.866,1.0416,,,,False,,False,,2025-09-30,2025-12-31,2
"iWave Information Systems, Inc.",iwave information,3,GREEN,0,1,1,1,"iWave Information Systems, Inc.",GSBD,Goldman Sachs Asset Management,Software,1.76,1.754,0.0034,11/23/28,10.54,,False,,False,,2025-09-30,2025-12-31,2
"IHS Parent Holdings, LP",ihs,3,GREEN,0,1,1,1,"IHS Parent Holdings, LP",PNNT,PennantPark Investment Advisers,"Personal, Food and Miscellaneous Services",1.717,1.218,0.4097,,,,False,,False,,2025-09-30,2025-12-31,2
Net Health Acquisition Corp.,net health,3,GREEN,0,1,1,1,Net Health Acquisition Corp.,GBDC,GC Advisors,Professional Services,1.684,0.014,119.2857,12/2017,,,False,,False,,2025-09-30,2025-12-31,2
Star Coaches Inc.,star coaches,3,GREEN,0,1,1,1,Star Coaches Inc.,SLRC,SLR Capital Partners,Road & Rail,1.633,1.719,-0.05,4/1/2025,8.42,,False,,False,,2025-09-30,2025-12-31,2
Miratech,miratech,3,GREEN,0,1,1,1,Miratech,GSBD,Goldman Sachs Asset Management,Machinery,1.609,1.607,0.0012,08/20/30,8.87,,False,,False,,2025-09-30,2025-12-31,2
Misys Ltd,misys,3,GREEN,0,1,1,1,Misys Ltd,FSK,FS/KKR Advisor,Software & Services,1.6,1.6,0.0,9/13/29,,,False,,False,,2025-09-30,2025-12-31,2
"Kodiak Buyer, LLC",kodiak,3,GREEN,0,1,1,1,"Kodiak Buyer, LLC",GBDC,GC Advisors,Diversified Consumer Services,1.595,1.232,0.2946,08/2025,,,False,,False,,2025-09-30,2025-12-31,2
Relation Insurance,relation insurance,3,GREEN,0,1,1,1,Relation Insurance,GSBD,Goldman Sachs Asset Management,Insurance,1.586,1.587,-0.0006,07/24/30,9.44,,False,,False,,2025-09-30,2025-12-31,2
Freeport LNG Investments LLLP,freeport lng,3,GREEN,0,1,1,1,Freeport LNG Investments LLLP,OCSL,Oaktree Capital Management,Oil & Gas Storage & Transportation,1.561,1.55,0.0071,11/16/2026,3.0,,False,,False,,2025-12-31,2025-12-31,1
"GCP Boss Holdco, LLC",gcp boss,3,GREEN,0,1,1,1,"GCP Boss Holdco, LLC",PNNT,PennantPark Investment Advisers,Conglomerate Manufacturing,1.515,1.045,0.4498,,,,False,,False,,2025-09-30,2025-12-31,2
"AGI Group Holdings, LP",agi group,3,GREEN,0,1,1,1,"AGI Group Holdings, LP",BXSL,Blackstone Credit Advisors,Air Freight & Logistics,1.511,0.902,0.6752,6/11/2021,,,False,,False,,2025-12-31,2025-12-31,1
Carrier Industrial Fire,carrier industrial,3,GREEN,0,1,1,1,Carrier Industrial Fire,GSBD,Goldman Sachs Asset Management,Machinery,1.48,1.469,0.0075,07/01/30,8.53,,False,,False,,2025-09-30,2025-12-31,2
"Beacon HC, Ltd.",beacon hc,3,GREEN,0,1,1,1,"Beacon HC, Ltd.",BXSL,Blackstone Credit Advisors,Insurance,1.362,1.362,0.0,12/4/2025,,,False,,False,,2025-12-31,2025-12-31,1
"Project Alpha Intermediate Holdings, Inc.",alpha,3,GREEN,0,1,1,1,"Project Alpha Intermediate Holdings, Inc.",GBDC,GC Advisors,Diversified Consumer Services,1.359,0.327,3.156,05/2025,,,False,,False,,2025-09-30,2025-12-31,2
"Superior Transportation, Inc.",superior transportation,3,GREEN,0,1,1,1,"Superior Transportation, Inc.",SLRC,SLR Capital Partners,Road & Rail,1.346,1.346,0.0,1/1/2026,10.63,,False,,False,,2025-09-30,2025-12-31,2
"Trystar, LLC",trystar,3,GREEN,0,1,1,1,"Trystar, LLC",GSBD,Goldman Sachs Asset Management,Electrical Equipment,1.338,1.34,-0.0015,08/06/31,8.54,,False,,False,,2025-09-30,2025-12-31,2
"Avida Holding AB, Subordinated Bond",avida ab,3,GREEN,0,1,1,1,"Avida Holding AB, Subordinated Bond",FSK,FS/KKR Advisor,Financial Services,1.3,1.3,0.0,1/27/34,,,False,,False,,2025-09-30,2025-12-31,2
Batteries Plus Holding Corporation,batteries plus,3,GREEN,0,1,1,1,Batteries Plus Holding Corporation,GBDC,GC Advisors,Specialty Retail,1.287,0.01,127.7,07/2016,,,False,,False,,2025-09-30,2025-12-31,2
"Icon Partners V C, LP",icon partners,3,GREEN,0,1,1,1,"Icon Partners V C, LP",PNNT,PennantPark Investment Advisers,Business Services,1.184,1.201,-0.0142,,,,False,,False,,2025-09-30,2025-12-31,2
"Calabrio, Inc.",calabrio,3,GREEN,0,1,1,1,"Calabrio, Inc.",GBDC,GC Advisors,Software,1.157,0.001,1156.0,04/2021,,,False,,False,,2025-09-30,2025-12-31,2
"StoicLane, Inc.",stoiclane,3,GREEN,0,1,1,1,"StoicLane, Inc.",PNNT,PennantPark Investment Advisers,"Healthcare, Education and Childcare",1.101,1.223,-0.0998,08/16/2027,,,False,,False,,2025-09-30,2025-12-31,2
NovaTaste Austria GmbH,novataste austria,3,GREEN,0,1,1,1,NovaTaste Austria GmbH,FSK,FS/KKR Advisor,"Food, Beverage & Tobacco",1.1,1.1,0.0,4/5/30,,,False,,False,,2025-09-30,2025-12-31,2
"KBP Brands, LLC",kbp brands,3,GREEN,0,1,1,1,"KBP Brands, LLC",OBDC,Blue Owl Credit Advisors,Food and beverage,1.057,1.054,0.0028,5/2027,,,False,,False,,2025-09-30,2025-12-31,2
"Tebra Technologies, Inc.",tebra technologies,3,GREEN,0,1,1,1,"Tebra Technologies, Inc.",GBDC,GC Advisors,Healthcare Technology,1.041,0.223,3.6682,06/2017,,,False,,False,,2025-09-30,2025-12-31,2
Plate Newco 1 Limited (Avanti) (United Kingdom),plate newco,3,GREEN,0,1,1,1,Plate Newco 1 Limited (Avanti) (United Kingdom),TCPC,Tennenbaum Capital Partners (BlackRock),Debt Investments (continued),1.0234,0.0,,6/30/2025,,,False,,False,,2025-09-30,2025-12-31,2
"International Automotive Components Group, North America, Inc.",international automotive components,3,GREEN,0,1,1,1,"International Automotive Components Group, North America, Inc.",SLRC,SLR Capital Partners,Auto Components,1.001,1.002,-0.001,6/23/2025,7.95,,False,,False,,2025-09-30,2025-12-31,2
"Lightspeed Investment Holdco, LLC",lightspeed investment,3,GREEN,0,1,1,1,"Lightspeed Investment Holdco, LLC",PNNT,PennantPark Investment Advisers,"Healthcare, Education and Childcare",0.993,0.273,2.6374,,,,False,,False,,2025-09-30,2025-12-31,2
"Menlo Ridgeview Co-Invest, LLC",menlo ridgeview,3,GREEN,0,1,1,1,"Menlo Ridgeview Co-Invest, LLC",GBDC,GC Advisors,,0.956,0.931,0.0269,05/2025,,,False,,False,,2025-09-30,2025-12-31,2
"Isto Group, Inc.",isto group,3,GREEN,0,1,1,1,"Isto Group, Inc.",GBDC,GC Advisors,Healthcare Equipment & Supplies,0.954,0.591,0.6142,09/2025,,,False,,False,,2025-09-30,2025-12-31,2
Shearer's Foods,shearer s,3,GREEN,0,1,1,1,Shearer's Foods,OBDC,Blue Owl Credit Advisors,Food and beverage,0.945,0.956,-0.0115,2/2029,,,False,,False,,2025-09-30,2025-12-31,2
"Movement Holdings, LLC",movement,3,GREEN,0,1,1,1,"Movement Holdings, LLC",GBDC,GC Advisors,Leisure Products,0.925,1.001,-0.0759,03/2024,,,False,,False,,2025-09-30,2025-12-31,2
"Clarion Home Services Group, LLC and LBC Breeze Holdings LLC",clarion home,3,GREEN,0,1,1,1,"Clarion Home Services Group, LLC and LBC Breeze Holdings LLC",ARCC,Ares Capital Management,Consumer Services,0.9,1.0,-0.1,12/2027,10.13,,False,,False,,2025-09-30,2025-12-31,2
"Lew's Intermediate Holdings, LLC",lew s,3,GREEN,0,1,1,1,"Lew's Intermediate Holdings, LLC",ARCC,Ares Capital Management,Consumer Durables and Apparel,0.9,1.0,-0.1,02/2028,8.82,,False,,False,,2025-09-30,2025-12-31,2
"Enboarder, Inc.",enboarder,3,GREEN,0,1,1,1,"Enboarder, Inc.",GBDC,GC Advisors,Professional Services,0.859,0.083,9.3494,01/2022,,,False,,False,,2025-09-30,2025-12-31,2
Cynet Security Ltd.,cynet security,3,GREEN,0,1,1,1,Cynet Security Ltd.,GBDC,GC Advisors,Software,0.855,0.22,2.8864,08/2022,,,False,,False,,2025-09-30,2025-12-31,2
Geo TopCo Corporation,geo,3,GREEN,0,1,1,1,Geo TopCo Corporation,GSBD,Goldman Sachs Asset Management,Construction & Engineering,0.799,0.797,0.0025,10/15/31,8.38,,False,,False,,2025-09-30,2025-12-31,2
"Yellowstone Buyer Acquisition, LLC",yellowstone,3,GREEN,0,1,1,1,"Yellowstone Buyer Acquisition, LLC",CGBD,Carlyle Investment Management,Consumer Goods: Durable,0.799,0.861,-0.072,9/13/2027,,,False,,False,,2025-09-30,2025-12-31,2
CURiO Brands LLC,curio brands,3,GREEN,0,1,1,1,CURiO Brands LLC,GSBD,Goldman Sachs Asset Management,Household Products,0.793,0.794,-0.0013,04/02/31,8.92,,False,,False,,2025-09-30,2025-12-31,2
"Splash Car Wash, Inc.",splash car,3,GREEN,0,1,1,1,"Splash Car Wash, Inc.",GSBD,Goldman Sachs Asset Management,Diversified Consumer Services,0.788,0.789,-0.0013,03/17/31,8.67,,False,,False,,2025-09-30,2025-12-31,2
"KPA Parent Holdings, Inc.",kpa,3,GREEN,0,1,1,1,"KPA Parent Holdings, Inc.",GSBD,Goldman Sachs Asset Management,Software,0.781,0.781,0.0,03/12/32,8.22,,False,,False,,2025-09-30,2025-12-31,2
Mimecast Limited,mimecast,3,GREEN,0,1,1,1,Mimecast Limited,BXSL,Blackstone Credit Advisors,Software,0.735,0.668,0.1003,5/3/2022,,,False,,False,,2025-12-31,2025-12-31,1
"LMP TR Holdings, LLC",lmp tr,3,GREEN,0,1,1,1,"LMP TR Holdings, LLC",GBDC,GC Advisors,Healthcare Technology,0.712,0.712,0.0,05/2013,,,False,,False,,2025-09-30,2025-12-31,2
"Gauge Loving Tan, LP",gauge loving,3,GREEN,0,1,1,1,"Gauge Loving Tan, LP",PNNT,PennantPark Investment Advisers,Consumer Products,0.7,0.544,0.2868,,,,False,,False,,2025-09-30,2025-12-31,2
TIBCO Software Inc,tibco software,3,GREEN,0,1,1,1,TIBCO Software Inc,FSK,FS/KKR Advisor,Software & Services,0.7,0.0,,3/31/29,6.5,,False,,False,,2025-09-30,2025-12-31,2
"Geotechnical Merger Sub, Inc.",geotechnical sub,3,GREEN,0,1,1,1,"Geotechnical Merger Sub, Inc.",GSBD,Goldman Sachs Asset Management,Construction & Engineering,0.687,0.687,0.0,10/15/31,9.4,,False,,False,,2025-09-30,2025-12-31,2
Rokt Inc.,rokt,3,GREEN,0,1,1,1,Rokt Inc.,GBDC,GC Advisors,,0.683,0.02,33.15,01/2025,,,False,,False,,2025-09-30,2025-12-31,2
Dongwon Autopart Technology Inc.,dongwon autopart,3,GREEN,0,1,1,1,Dongwon Autopart Technology Inc.,SLRC,SLR Capital Partners,Auto Components,0.658,0.661,-0.0045,1/1/2026,7.96,,False,,False,,2025-09-30,2025-12-31,2
"KL Stockton Co-Invest, LP",kl stockton,3,GREEN,0,1,1,1,"KL Stockton Co-Invest, LP",PNNT,PennantPark Investment Advisers,"Personal, Food and Miscellaneous Services",0.639,0.385,0.6597,,,,False,,False,,2025-09-30,2025-12-31,2
Zamborelli Enterprises Pacific Southern Foundation,zamborelli enterprises,3,GREEN,0,1,1,1,Zamborelli Enterprises Pacific Southern Foundation,SLRC,SLR Capital Partners,Diversified Consumer Services,0.616,0.618,-0.0032,1/1/2027,8.91,,False,,False,,2025-09-30,2025-12-31,2
"Extreme Steel Crane & Rigging, LLC",extreme steel,3,GREEN,0,1,1,1,"Extreme Steel Crane & Rigging, LLC",SLRC,SLR Capital Partners,Commercial Services & Supplies,0.613,0.617,-0.0065,3/3/2027,9.52,,False,,False,,2025-09-30,2025-12-31,2
"Piper Jaffray Merchant Banking Fund I, L.P.",piper jaffray,3,GREEN,0,1,1,1,"Piper Jaffray Merchant Banking Fund I, L.P.",ARCC,Ares Capital Management,Investment Funds and Vehicles,0.6,0.1,5.0,08/2012,,,False,,False,,2025-09-30,2025-12-31,2
"NSI Parent, LP",nsi,3,GREEN,0,1,1,1,"NSI Parent, LP",BXSL,Blackstone Credit Advisors,Electrical Equipment,0.526,0.466,0.1288,12/23/2024,,,False,,False,,2025-12-31,2025-12-31,1
"ST Coaches, LLC",st coaches,3,GREEN,0,1,1,1,"ST Coaches, LLC",SLRC,SLR Capital Partners,Road & Rail,0.52,0.52,0.0,1/25/2025,8.5,,False,,False,,2025-09-30,2025-12-31,2
"Jupiter Ultimate Holdings, LLC",jupiter,3,GREEN,0,1,1,1,"Jupiter Ultimate Holdings, LLC",BXSL,Blackstone Credit Advisors,Commercial Services & Supplies,0.516,0.439,0.1754,11/8/2024,,,False,,False,,2025-12-31,2025-12-31,1
"Genstar Neptune Blocker, LLC",genstar neptune,3,GREEN,0,1,1,1,"Genstar Neptune Blocker, LLC",BXSL,Blackstone Credit Advisors,Commercial Services & Supplies,0.508,0.433,0.1732,12/2/2024,,,False,,False,,2025-12-31,2025-12-31,1
"Ncp Helix Holdings, LLC",ncp helix,3,GREEN,0,1,1,1,"Ncp Helix Holdings, LLC",BXSL,Blackstone Credit Advisors,Transportation Infrastructure,0.5,0.292,0.7123,8/3/2021,,,False,,False,,2025-12-31,2025-12-31,1
"Ruby Slipper Cafe LLC, The",ruby slipper,3,GREEN,0,1,1,1,"Ruby Slipper Cafe LLC, The",GBDC,GC Advisors,Food & Staples Retailing,0.498,0.043,10.5814,01/2018,,,False,,False,,2025-09-30,2025-12-31,2
"Loc Performance Products, LLC",loc performance,3,GREEN,0,1,1,1,"Loc Performance Products, LLC",SLRC,SLR Capital Partners,Machinery,0.477,0.477,0.0,6/1/2027,10.5,,False,,False,,2025-09-30,2025-12-31,2
"First Medical Holdings, LLC",first medical,3,GREEN,0,1,1,1,"First Medical Holdings, LLC",PNNT,PennantPark Investment Advisers,"Healthcare, Education and Childcare",0.464,0.45,0.0311,,,,False,,False,,2025-09-30,2025-12-31,2
"SCP CDH Buyer, Inc.",scp cdh,3,GREEN,0,1,1,1,"SCP CDH Buyer, Inc.",GBDC,GC Advisors,Diversified Consumer Services,0.452,0.45,0.0044,12/2025,,,False,,False,,2025-12-31,2025-12-31,1
ACAS Equity Holdings Corporation,acas equity,3,GREEN,0,1,1,1,ACAS Equity Holdings Corporation,ARCC,Ares Capital Management,Investment Funds and Vehicles,0.4,0.4,0.0,01/2017,,,False,,False,,2025-09-30,2025-12-31,2
Tricor Horizon,tricor horizon,3,GREEN,0,1,1,1,Tricor Horizon,BXSL,Blackstone Credit Advisors,Professional Services,0.394,0.402,-0.0199,6/13/2022,,,False,,False,,2025-12-31,2025-12-31,1
"THL Fund IX Investors (Plymouth II), LP",thl fund,3,GREEN,0,1,1,1,"THL Fund IX Investors (Plymouth II), LP",BXSL,Blackstone Credit Advisors,Financial Services,0.389,0.212,0.8349,8/31/2023,,,False,,False,,2025-12-31,2025-12-31,1
"HSI Halo Acquisition, Inc.",hsi halo,3,GREEN,0,1,1,1,"HSI Halo Acquisition, Inc.",GBDC,GC Advisors,Healthcare Technology,0.376,0.148,1.5405,10/2019,,,False,,False,,2025-09-30,2025-12-31,2
"Hawkeye Contracting Company, LLC",hawkeye contracting,3,GREEN,0,1,1,1,"Hawkeye Contracting Company, LLC",SLRC,SLR Capital Partners,Construction & Engineering,0.347,0.347,0.0,11/1/2025,10.5,,False,,False,,2025-09-30,2025-12-31,2
Polk Acquisition Corp.,polk,3,GREEN,0,1,1,1,Polk Acquisition Corp.,GBDC,GC Advisors,Auto Components,0.314,0.005,61.8,06/2016,,,False,,False,,2025-09-30,2025-12-31,2
"Impartner, Inc.",impartner,3,GREEN,0,1,1,1,"Impartner, Inc.",GBDC,GC Advisors,Software,0.307,0.039,6.8718,10/2021,,,False,,False,,2025-09-30,2025-12-31,2
"Hopdoddy Holdings, LLC",hopdoddy,3,GREEN,0,1,1,1,"Hopdoddy Holdings, LLC",GBDC,GC Advisors,Food & Staples Retailing,0.278,0.064,3.3438,08/2015,,,False,,False,,2025-09-30,2025-12-31,2
"SC Landco Parent, LLC",sc landco,3,GREEN,0,1,1,1,"SC Landco Parent, LLC",GBDC,GC Advisors,Real Estate Management & Development,0.274,0.002,136.0,09/2022,,,False,,False,,2025-09-30,2025-12-31,2
"MakerSights, Inc.",makersights,3,GREEN,0,1,1,1,"MakerSights, Inc.",GBDC,GC Advisors,,0.265,0.056,3.7321,06/2021,,,False,,False,,2025-09-30,2025-12-31,2
Aero Operating LLC,aero operating,3,GREEN,0,1,1,1,Aero Operating LLC,SLRC,SLR Capital Partners,Commercial Services & Supplies,0.259,0.258,0.0039,,9.09,,False,,False,,2025-09-30,2025-12-31,2
"Crane 1 Acquisition Parent Holdings, LP",crane,3,GREEN,0,1,1,1,"Crane 1 Acquisition Parent Holdings, LP",PNNT,PennantPark Investment Advisers,"Personal, Food and Miscellaneous Services",0.22,0.104,1.1154,,,,False,,False,,2025-09-30,2025-12-31,2
"Action Termite Control, LLC",action termite,3,GREEN,0,1,1,1,"Action Termite Control, LLC",GBDC,GC Advisors,Diversified Consumer Services,0.207,0.203,0.0197,12/2025,,,False,,False,,2025-12-31,2025-12-31,1
